Player,College,Year,Pick,Rnd,DrAge,AP1,PB,St,wAV,G,GS,Rk,Age,AV,Height,Wt,X40YD,Vertical,BenchReps,Broad.Jump,X3Cone,Shuttle,CareerLength,SEC,BIG10,BIG12,PAC12,ACC,Pos,Position,Team,From,To,AA,QB,Skill,OL,DL,LB,DB,K
Landon Collins,Alabama,2015,33,2,21,1,3,6,41,94,94,198,21,46,6.1,228,4.53,35,NA,120,7.38,4.33,7,1,0,0,0,0,S,S,NYG,2015,2021,1,0,0,0,0,0,1,0
Leonard Williams,USC,2015,6,1,21,0,1,6,49,112,104,10,20,57,6.5,302,4.97,29.5,NA,106,7.59,4.53,7,0,0,0,1,0,DE,10,NYJ,2015,2021,0,0,0,0,1,0,0,0
Leterrius Walton,Central Michigan,2015,199,6,23,0,0,0,4,36,4,18,22,4,6.5,319,5.25,27,25,103,7.91,4.78,4,0,0,0,0,0,DT,9,PIT,2015,2018,0,0,0,0,1,0,0,0
Lorenzo Doss,Tulane,2015,164,5,21,0,0,0,0,16,0,178,20,0,5.1,182,4.5,33.5,9,115,7.2,4.26,4,0,0,0,0,0,CB,CB,DEN,2015,2018,0,0,0,0,0,0,1,0
Lorenzo Mauldin,Louisville,2015,82,3,22,0,0,0,4,26,3,95,22,4,6.4,259,4.85,32,23,112,7.47,4.58,2,0,0,0,0,1,LB,11,NYJ,2015,2016,0,0,0,0,0,1,0,0
Marcus Mariota,Oregon,2015,2,1,21,0,0,4,45,74,61,99,21,49,6.4,222,4.52,36,NA,121,6.87,4.11,7,0,0,0,1,0,QB,1,TEN,2015,2021,1,1,0,0,0,0,0,0
Marcus Murphy,Missouri,2015,230,7,23,0,0,0,2,28,1,83,23,2,5.9,198,4.61,29,11,109,NA,4.4,4,1,0,0,0,0,RB,2,NOR,2015,2018,0,0,1,0,0,0,0,0
Marcus Peters,Washington,2015,18,1,22,2,3,5,56,91,90,68,22,62,6.1,197,4.53,37.5,17,121,7.08,4.08,6,0,0,0,1,0,CB,CB,KAN,2015,2020,0,0,0,0,0,0,1,0
Mark Nzeocha,Wyoming,2015,236,7,25,0,0,0,5,56,3,79,25,5,6.2,232,4.56,NA,24,NA,NA,NA,7,0,0,0,0,0,LB,11,DAL,2015,2021,0,0,0,0,0,1,0,0
Markus Golden,Missouri,2015,58,2,24,0,0,3,28,94,54,153,23,32,6.2,260,4.9,NA,NA,NA,NA,NA,7,1,0,0,0,0,DE,10,ARI,2015,2021,0,0,0,0,1,0,0,0
Martrell Spaight,Arkansas,2015,141,5,22,0,0,0,6,37,7,31,21,6,6.1,236,4.81,35,25,120,7.66,NA,4,1,0,0,0,0,LB,11,WAS,2015,2018,0,0,0,0,0,1,0,0
Matt Jones,Florida,2015,95,3,22,0,0,0,9,25,7,114,21,9,6.2,231,4.61,31.5,20,112,NA,4.2,3,1,0,0,0,0,RB,2,WAS,2015,2017,0,0,1,0,0,0,0,0
Maxx Williams,Minnesota,2015,55,2,21,0,0,2,8,72,44,9,20,9,6.4,249,4.78,34.5,17,117,7.3,4.37,7,0,1,0,0,0,TE,4,BAL,2015,2021,0,0,1,0,0,0,0,0
Melvin Gordon,Wisconsin,2015,15,1,22,0,2,7,48,98,88,152,21,55,6.1,215,4.52,35,19,126,7.04,4.07,7,0,1,0,0,0,RB,2,SDG,2015,2021,1,0,1,0,0,0,0,0
Mike Davis,South Carolina,2015,126,4,22,0,0,2,20,79,30,186,22,21,5.9,217,4.61,34,17,116,7,4.18,7,1,0,0,0,0,RB,2,SFO,2015,2021,0,0,1,0,0,0,0,0
Mitch Morse,Missouri,2015,49,2,23,0,0,6,41,96,96,85,22,47,6.5,305,5.14,31,36,112,7.6,4.5,7,1,0,0,0,0,G,7,KAN,2015,2021,0,0,0,1,0,0,0,0
MyCole Pruitt,Southern Illinois,2015,143,5,23,0,0,1,5,79,27,62,22,5,6.2,251,4.58,38,17,118,7.25,4.37,7,0,0,0,0,0,TE,4,MIN,2015,2021,0,0,1,0,0,0,0,0
Nate Orchard,Utah,2015,51,2,22,0,0,1,8,48,13,75,22,8,6.3,250,4.8,31.5,NA,115,7.28,4.43,7,0,0,0,1,0,DE,10,CLE,2015,2021,0,0,0,0,1,0,0,0
Nick O'Leary,Florida St.,2015,194,6,23,0,0,2,6,59,24,76,22,6,6.3,252,4.93,30.5,21,110,7.4,4.5,5,0,0,0,0,1,TE,4,BUF,2015,2019,1,0,1,0,0,0,0,0
Owamagbe Odighizuwa,UCLA,2015,74,3,23,0,0,0,1,18,0,78,22,1,6.3,267,4.62,39,25,127,7.36,4.19,2,0,0,0,1,0,DE,10,NYG,2015,2016,0,0,0,0,1,0,0,0
P.J. Williams,Florida St.,2015,78,3,22,0,0,2,17,78,31,8,21,19,6.1,194,4.57,40,12,132,7.08,4.28,6,0,0,0,0,1,CB,CB,NOR,2016,2021,0,0,0,0,0,0,1,0
Phillip Dorsett,Miami (FL),2015,29,1,22,0,0,0,14,77,15,179,22,15,5.1,185,4.33,37,13,122,6.7,4.11,7,0,0,0,0,1,WR,3,IND,2015,2021,0,0,1,0,0,0,0,0
Preston Smith,Mississippi St.,2015,38,2,22,0,0,6,43,112,95,34,22,49,6.5,271,4.74,34,24,121,7.07,4.28,7,1,0,0,0,0,DE,10,WAS,2015,2021,0,0,0,0,1,0,0,0
Quandre Diggs,Texas,2015,200,6,22,0,2,3,33,103,78,182,22,37,5.9,196,4.56,35.5,17,113,7.22,4.15,7,0,0,1,0,0,CB,CB,DET,2015,2021,0,0,0,0,0,0,1,0
Quinten Rollins,Miami (OH),2015,62,2,23,0,0,0,7,33,15,52,22,7,5.11,195,4.57,36.5,14,122,7.1,4.28,3,0,0,0,0,0,CB,CB,GNB,2015,2017,0,0,0,0,0,0,1,0
Ramik Wilson,Georgia,2015,118,4,23,0,0,1,14,46,21,5,22,15,6.2,237,4.77,35,23,111,NA,4.51,5,1,0,0,0,0,LB,11,KAN,2015,2019,0,0,0,0,0,1,0,0
Randall Telfer,USC,2015,198,6,23,0,0,2,0,30,19,26,22,0,6.4,250,4.83,NA,20,NA,NA,NA,2,0,0,0,1,0,TE,4,CLE,2016,2017,0,0,1,0,0,0,0,0
Randy Gregory,Nebraska,2015,60,2,22,0,0,1,11,50,12,145,22,12,6.5,235,4.64,36.5,24,125,NA,NA,7,0,1,0,0,0,LB,11,DAL,2015,2021,0,0,0,0,0,1,0,0
Rashad Greene,Florida St.,2015,139,5,22,0,0,0,2,25,1,146,22,2,5.11,182,4.53,36.5,NA,122,6.88,4.12,4,0,0,0,0,1,WR,3,JAX,2015,2018,0,0,1,0,0,0,0,0
Rob Havenstein,Wisconsin,2015,57,2,23,0,0,7,44,99,99,134,22,50,6.7,321,5.46,28.5,16,96,8.28,4.87,7,0,1,0,0,0,T,8,STL,2015,2021,0,0,0,1,0,0,0,0
Ronald Darby,Florida St.,2015,50,2,21,0,0,7,29,84,83,189,21,33,5.11,193,4.38,41.5,12,129,6.94,4.14,7,0,0,0,0,1,CB,CB,BUF,2015,2021,0,0,0,0,0,0,1,0
Ryan Russell,Purdue,2015,163,5,23,0,0,0,4,23,7,50,23,4,6.4,269,4.75,32.5,25,119,7.25,4.47,3,0,1,0,0,0,DE,10,DAL,2015,2017,0,0,0,0,1,0,0,0
Sean Mannion,Oregon St.,2015,89,3,23,0,0,0,2,14,3,100,22,2,6.6,229,5.14,31,NA,105,7.29,4.39,7,0,0,0,1,0,QB,1,STL,2015,2021,0,1,0,0,0,0,0,0
Shane Ray,Missouri,2015,23,1,22,0,0,1,12,49,15,58,21,12,6.3,245,4.68,NA,21,NA,NA,NA,4,1,0,0,0,0,DE,10,DEN,2015,2018,1,0,0,0,1,0,0,0
Shaq Thompson,Washington,2015,25,1,21,0,0,7,34,100,89,25,20,40,6.1,228,4.64,33.5,NA,117,6.99,4.08,7,0,0,0,1,0,LB,11,CAR,2015,2021,0,0,0,0,0,1,0,0
Stefon Diggs,Maryland,2015,146,5,21,1,2,7,63,103,95,181,21,72,6.1,195,4.46,35,NA,115,7.03,4.32,7,0,1,0,0,0,WR,3,MIN,2015,2021,0,0,1,0,0,0,0,0
T.J. Yeldon,Alabama,2015,36,2,21,0,0,2,20,60,30,2,21,22,6.1,226,4.61,36,22,117,7.19,4.22,6,1,0,0,0,0,RB,2,JAX,2015,2020,0,0,1,0,0,0,0,0
Tayo Fabuluje,TCU,2015,183,6,24,0,0,0,0,4,0,171,23,0,6.6,353,5.55,29.5,NA,NA,NA,4.77,1,0,0,1,0,0,T,8,CHI,2015,2015,0,0,0,1,0,0,0,0
Tevin Coleman,Indiana,2015,73,3,22,0,0,2,33,89,37,200,21,36,5.11,206,4.4,NA,22,NA,NA,NA,7,0,1,0,0,0,RB,2,ATL,2015,2021,1,0,1,0,0,0,0,0
Todd Gurley,Georgia,2015,10,1,21,2,3,6,54,88,87,142,20,59,6.1,222,4.52,NA,17,NA,NA,NA,6,1,0,0,0,0,RB,2,STL,2015,2020,0,0,1,0,0,0,0,0
Tony Lippett,Michigan St.,2015,156,5,23,0,0,1,6,28,13,105,22,6,6.2,192,4.61,36,10,114,6.92,4.13,4,0,1,0,0,0,WR,3,MIA,2015,2018,0,0,1,0,0,0,0,0
Trae Waynes,Michigan St.,2015,11,1,23,0,0,3,19,79,57,16,22,21,6.1,186,4.31,38,19,122,7.06,4.39,7,0,1,0,0,0,CB,CB,MIN,2015,2021,0,0,0,0,0,0,1,0
Tre McBride,William & Mary,2015,245,7,22,0,0,0,1,17,3,92,22,1,6.1,210,4.41,38,16,122,6.96,4.08,3,0,0,0,0,0,WR,3,TEN,2015,2017,0,0,1,0,0,0,0,0
Trey Flowers,Arkansas,2015,101,4,22,0,0,4,34,75,64,165,21,37,6.2,266,4.93,36.5,28,121,7.34,4.4,7,1,0,0,0,0,DE,10,NWE,2015,2021,0,0,0,0,1,0,0,0
Ty Montgomery,Stanford,2015,94,3,22,0,0,1,17,78,20,86,22,18,6.1,221,4.55,40.5,NA,121,6.97,4.21,7,0,0,0,1,0,WR,3,GNB,2015,2021,1,0,1,0,0,0,0,0
Ty Sambrailo,Colorado St.,2015,59,2,23,0,0,0,14,71,19,48,22,16,6.6,311,5.36,29,23,97,7.54,4.58,7,0,0,0,0,0,T,8,DEN,2015,2021,0,0,0,1,0,0,0,0
Tyeler Davison,Fresno St.,2015,154,5,23,0,0,6,31,105,86,185,22,35,6.2,316,5.18,33,32,105,7.53,4.46,7,0,0,0,0,0,DT,9,NOR,2015,2021,0,0,0,0,1,0,0,0
Tyler Kroft,Rutgers,2015,85,3,22,0,0,2,8,81,48,108,22,9,6.5,246,4.75,NA,17,NA,NA,NA,7,0,1,0,0,0,TE,4,CIN,2015,2021,0,0,1,0,0,0,0,0
Tyler Lockett,Kansas St.,2015,69,3,22,1,1,7,53,111,87,104,22,61,5.1,182,4.4,35.5,NA,121,6.89,4.07,7,0,0,1,0,0,WR,3,SEA,2015,2021,1,0,1,0,0,0,0,0
Vince Mayle,Washington St.,2015,123,4,24,0,0,0,0,23,0,94,23,0,6.2,224,4.67,35.5,NA,117,6.93,4.13,3,0,0,0,1,0,WR,3,CLE,2015,2017,0,0,1,0,0,0,0,0
Xavier Cooper,Washington St.,2015,96,3,23,0,0,0,4,40,2,194,23,4,6.3,293,4.86,29,29,110,7.23,4.37,3,0,0,0,1,0,DT,9,CLE,2015,2017,0,0,0,0,1,0,0,0
Za'Darius Smith,Kentucky,2015,122,4,22,0,2,2,37,91,48,32,22,40,6.4,274,4.83,29,23,113,7.42,4.66,7,1,0,0,0,0,DE,10,BAL,2015,2021,0,0,0,0,1,0,0,0
Adam Gotsis,Georgia Tech,2016,63,2,23,0,0,3,23,89,46,165,23,25,6.4,287,4.88,NA,NA,NA,NA,NA,6,0,0,0,0,1,DT,9,DEN,2016,2021,0,0,0,0,1,0,0,0
Adolphus Washington,Ohio St.,2016,80,3,21,0,0,2,9,35,21,15,21,9,6.3,301,5.17,27,21,99,8.06,4.79,3,0,1,0,0,0,DT,9,BUF,2016,2018,0,0,0,0,1,0,0,0
Alex Lewis,Nebraska,2016,130,4,24,0,0,2,14,44,39,112,23,15,6.6,312,5.22,29.5,27,100,7.94,4.72,5,0,1,0,0,0,T,8,BAL,2016,2020,0,0,0,1,0,0,0,0
Andy Janovich,Nebraska,2016,176,6,23,0,0,1,2,77,25,138,22,2,6.1,238,4.81,34,30,119,7.28,4.32,6,0,1,0,0,0,FB,5,DEN,2016,2021,0,0,0,0,0,0,0,0
Anthony Zettel,Penn St.,2016,202,6,24,0,0,1,9,50,16,1,23,9,6.4,277,4.81,30.5,28,109,7.63,4.39,5,0,1,0,0,0,DT,9,DET,2016,2020,0,0,0,0,1,0,0,0
Antonio Morrison,Florida,2016,125,4,21,0,0,2,13,47,27,87,21,13,6.1,232,4.76,NA,NA,NA,NA,NA,3,1,0,0,0,0,LB,11,IND,2016,2018,0,0,0,0,0,1,0,0
A'Shawn Robinson,Alabama,2016,46,2,21,0,0,3,25,83,51,58,20,27,6.4,307,5.2,26,22,106,7.8,4.74,6,1,0,0,0,0,DT,9,DET,2016,2021,1,0,0,0,1,0,0,0
Austin Hooper,Stanford,2016,81,3,21,0,2,3,24,88,57,147,21,27,6.4,254,4.72,33,19,117,7,4.32,6,0,0,0,1,0,TE,4,ATL,2016,2021,0,0,1,0,0,0,0,0
Austin Johnson,Penn St.,2016,43,2,22,0,0,2,18,91,30,135,21,19,6.4,314,5.32,26,25,96,7.84,4.75,6,0,1,0,0,0,DT,9,TEN,2016,2021,0,0,0,0,1,0,0,0
B.J. Goodson,Clemson,2016,109,4,23,0,0,4,20,67,43,166,22,21,6.1,242,4.69,34.5,30,118,7.05,4.51,6,0,0,0,0,1,LB,11,NYG,2016,2021,0,0,0,0,0,1,0,0
Brandon Shell,South Carolina,2016,158,5,24,0,0,4,24,70,61,46,24,27,6.5,324,5.22,30.5,22,112,NA,NA,6,1,0,0,0,0,T,8,NYJ,2016,2021,0,0,0,1,0,0,0,0
Brandon Williams,Texas A&M,2016,92,3,23,0,0,0,4,51,3,7,23,4,5.11,197,4.37,30.5,18,118,6.85,4.19,5,1,0,0,0,0,CB,CB,ARI,2016,2020,0,0,0,0,0,0,1,0
Braxton Miller,Ohio St.,2016,85,3,23,0,0,1,2,21,9,93,23,2,6.1,201,4.5,35,17,123,6.65,4.07,2,0,1,0,0,0,WR,3,HOU,2016,2017,0,0,1,0,0,0,0,0
Bronson Kaufusi,BYU,2016,70,3,25,0,0,0,2,9,2,125,24,2,6.6,285,4.87,30,25,111,7.03,4.25,3,0,0,0,0,0,DE,10,BAL,2017,2019,0,0,0,0,1,0,0,0
C.J. Prosise,Notre Dame,2016,90,3,22,0,0,0,5,35,2,67,21,5,6.1,220,4.48,35.5,NA,121,NA,NA,5,0,0,0,0,0,RB,2,SEA,2016,2020,0,0,1,0,0,0,0,0
Carl Nassib,Penn St.,2016,65,3,23,0,0,1,18,86,37,84,22,20,6.7,277,4.84,28.5,21,114,7.27,4.37,6,0,1,0,0,0,DE,10,CLE,2016,2021,1,0,0,0,1,0,0,0
Carson Wentz,North Dakota St.,2016,2,1,23,0,1,6,57,85,85,12,23,63,6.5,237,4.77,30.5,NA,118,6.86,4.15,6,0,0,0,0,0,QB,1,PHI,2016,2021,0,1,0,0,0,0,0,0
Charles Tapper,Oklahoma,2016,101,4,23,0,0,0,0,2,0,33,22,0,6.3,271,4.59,34,23,119,NA,NA,1,0,0,1,0,0,DE,10,DAL,2017,2017,0,0,0,0,1,0,0,0
Charone Peake,Clemson,2016,241,7,23,0,0,0,1,31,1,73,23,1,6.2,209,4.45,35.5,12,122,6.96,4.46,3,0,0,0,0,1,WR,3,NYJ,2016,2018,0,0,1,0,0,0,0,0
Chris Jones,Mississippi St.,2016,37,2,22,0,3,6,50,90,69,133,21,55,6.6,310,5.03,24.5,26,106,7.44,4.62,6,1,0,0,0,0,DT,9,KAN,2016,2021,0,0,0,0,1,0,0,0
Chris Jones,Mississippi St.,2016,37,2,22,0,3,6,50,90,69,115,20,55,5.1,182,4.63,32.5,8,119,6.91,4.19,6,1,0,0,0,0,DT,9,KAN,2016,2021,0,0,0,0,1,0,0,0
Chris Moore,Cincinnati,2016,107,4,23,0,0,0,6,73,6,89,22,6,6.1,206,4.53,37,10,130,6.76,4.2,6,0,0,0,0,0,WR,3,BAL,2016,2021,0,0,1,0,0,0,0,0
Christian Westerman,Arizona St.,2016,161,5,23,0,0,0,2,16,2,11,23,2,6.3,298,5.12,NA,34,98,7.69,4.71,2,0,0,0,1,0,G,7,CIN,2017,2018,0,0,0,1,0,0,0,0
Cody Core,Mississippi,2016,199,6,22,0,0,0,3,51,7,200,21,3,6.3,205,4.47,31.5,14,119,NA,NA,4,1,0,0,0,0,WR,3,CIN,2016,2019,0,0,1,0,0,0,0,0
Cody Kessler,USC,2016,93,3,23,0,0,1,5,17,12,122,22,5,6.1,220,4.89,29.5,NA,104,7.32,4,3,0,0,0,1,0,QB,1,CLE,2016,2018,0,1,0,0,0,0,0,0
Cody Whitehair,Kansas St.,2016,56,2,24,0,1,6,35,95,95,10,23,40,6.4,301,5.02,25.5,16,110,7.32,4.58,6,0,0,1,0,0,G,7,CHI,2016,2021,0,0,0,1,0,0,0,0
Connor McGovern,Missouri,2016,144,5,23,0,0,4,23,78,67,95,22,25,6.4,306,5.11,33,33,109,7.5,4.65,5,1,0,0,0,0,G,7,DEN,2017,2021,0,0,0,1,0,0,0,0
Cyrus Jones,Alabama,2016,60,2,22,0,0,0,4,31,2,132,22,4,5.1,197,4.49,33,10,116,6.71,4.21,4,1,0,0,0,0,CB,CB,NWE,2016,2019,0,0,0,0,0,0,1,0
D.J. Reader,Clemson,2016,166,5,22,0,0,3,30,81,72,63,21,33,6.3,327,5.33,29.5,30,99,7.9,4.71,6,0,0,0,0,1,DT,9,HOU,2016,2021,0,0,0,0,1,0,0,0
D.J. White,Georgia Tech,2016,178,6,22,0,0,0,1,14,0,9,22,1,5.11,193,4.49,33,17,132,7.18,4.33,4,0,0,0,0,1,CB,CB,KAN,2016,2019,0,0,0,0,0,0,1,0
Dadi Nicolas,Virginia Tech,2016,203,6,23,0,0,0,1,11,0,81,23,1,6.3,235,4.74,41,14,116,7.04,4.38,1,0,0,0,0,1,DE,10,KAN,2016,2016,0,0,0,0,1,0,0,0
Daniel Lasco,California,2016,237,7,23,0,0,0,0,10,0,116,23,0,6.1,209,4.46,41.5,23,135,7.22,4.26,2,0,0,0,1,0,RB,2,NOR,2016,2017,0,0,1,0,0,0,0,0
Darian Thompson,Boise St.,2016,71,3,22,0,0,1,12,63,28,31,22,12,6.2,208,4.69,32.5,12,118,7.26,4.33,6,0,0,0,0,0,S,S,NYG,2016,2021,0,0,0,0,0,0,1,0
Darron Lee,Ohio St.,2016,20,1,21,0,0,3,19,58,38,113,21,20,6.1,232,4.47,35.5,17,133,7.12,4.2,5,0,1,0,0,0,LB,11,NYJ,2016,2020,0,0,0,0,0,1,0,0
Daryl Worley,West Virginia,2016,77,3,21,0,0,4,19,70,54,4,21,20,6.1,204,4.64,35.5,14,123,6.98,4.15,6,0,0,1,0,0,CB,CB,CAR,2016,2021,0,0,0,0,0,0,1,0
David Morgan,Texas-San Antonio,2016,188,6,23,0,0,0,1,38,12,88,22,1,6.4,262,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,TE,4,MIN,2016,2018,0,0,1,0,0,0,0,0
Deion Jones,LSU,2016,52,2,21,0,1,5,39,85,83,131,21,43,6.1,222,4.59,33,NA,120,NA,NA,6,1,0,0,0,0,LB,11,ATL,2016,2021,0,0,0,0,0,1,0,0
Demarcus Robinson,Florida,2016,126,4,21,0,0,2,15,97,42,57,21,16,6.1,203,4.59,34.5,NA,123,6.77,4.19,6,1,0,0,0,0,WR,3,KAN,2016,2021,0,0,1,0,0,0,0,0
Derrick Henry,Alabama,2016,45,2,22,1,2,3,48,86,55,154,22,53,6.3,247,4.54,37,22,130,7.2,4.38,6,1,0,0,0,0,RB,2,TEN,2016,2021,1,0,1,0,0,0,0,0
Derrick Kindred,TCU,2016,129,4,22,0,0,1,8,42,17,120,22,8,5.1,207,4.5,37.5,NA,123,7.05,4.29,3,0,0,1,0,0,S,S,CLE,2016,2018,0,0,0,0,0,0,1,0
Drew Kaser,Texas A&M,2016,179,6,23,0,0,0,5,36,0,126,23,5,6.2,212,4.95,NA,NA,NA,NA,NA,3,1,0,0,0,0,K,13,SDG,2016,2018,0,0,0,0,0,0,0,1
Emmanuel Ogbah,Oklahoma St.,2016,32,2,22,0,0,5,32,83,67,76,22,35,6.4,273,4.63,35.5,20,121,7.26,4.5,6,0,0,1,0,0,DE,10,CLE,2016,2021,0,0,0,0,1,0,0,0
Eric Murray,Minnesota,2016,106,4,22,0,0,3,15,84,40,85,22,16,5.11,199,4.49,39.5,15,124,7.08,4.05,6,0,1,0,0,0,CB,CB,KAN,2016,2021,0,0,0,0,0,0,1,0
Ezekiel Elliott,Ohio St.,2016,4,1,21,1,3,6,59,88,88,180,20,66,6.1,225,4.47,32.5,NA,118,NA,NA,6,0,1,0,0,0,RB,2,DAL,2016,2021,0,0,1,0,0,0,0,0
Germain Ifedi,Texas A&M,2016,31,1,22,0,0,4,36,85,83,143,21,40,6.6,324,5.27,32.5,24,109,NA,4.75,6,1,0,0,0,0,G,7,SEA,2016,2021,0,0,0,1,0,0,0,0
Halapoulivaati Vaitai,TCU,2016,164,5,23,0,0,3,24,80,45,21,22,26,6.6,320,5.26,29,23,113,8.26,5,6,0,0,1,0,0,T,8,PHI,2016,2021,0,0,0,1,0,0,0,0
Harlan Miller,Southeastern Louisiana,2016,205,6,22,0,0,0,2,9,2,92,21,2,6.1,182,4.65,35.5,6,118,7.44,4.43,3,0,0,0,0,0,CB,CB,ARI,2016,2018,0,0,0,0,0,0,1,0
Hassan Ridgeway,Texas,2016,116,4,21,0,0,0,9,65,12,59,21,10,6.3,303,5.02,32,24,113,8.28,4.82,6,0,0,1,0,0,DT,9,IND,2016,2021,0,0,0,0,1,0,0,0
Hunter Henry,Arkansas,2016,35,2,21,0,0,4,23,72,59,153,21,25,6.5,250,4.79,NA,13,NA,NA,NA,6,1,0,0,0,0,TE,4,SDG,2016,2021,1,0,1,0,0,0,0,0
Isaac Seumalo,Oregon St.,2016,79,3,22,0,0,3,18,64,43,50,22,19,6.4,303,5.19,26,NA,105,7.4,4.52,6,0,0,0,1,0,G,7,PHI,2016,2021,0,0,0,1,0,0,0,0
Jalen Mills,LSU,2016,233,7,22,0,0,5,24,79,65,91,21,26,6.1,191,4.61,37,16,123,6.86,4,6,1,0,0,0,0,S,S,PHI,2016,2021,0,0,0,0,0,0,1,0
Jalen Ramsey,Florida St.,2016,5,1,21,3,5,6,63,91,90,65,21,71,6.1,209,4.41,41.5,14,135,6.94,4.18,6,0,0,0,0,1,CB,CB,JAX,2016,2021,1,0,0,0,0,0,1,0
Jared Goff,California,2016,1,1,21,0,2,5,58,83,83,167,21,63,6.4,215,4.82,27,NA,110,7.17,4.47,6,0,0,0,1,0,QB,1,LAR,2016,2021,0,1,0,0,0,0,0,0
Jarran Reed,Alabama,2016,49,2,23,0,0,5,34,89,80,60,23,38,6.3,307,5.21,31,NA,104,7.77,4.75,6,1,0,0,0,0,DT,9,SEA,2016,2021,0,0,0,0,1,0,0,0
Jason Spriggs,Indiana,2016,48,2,22,0,0,0,9,59,10,36,21,10,6.6,301,4.94,31.5,31,115,7.7,4.44,6,0,1,0,0,0,T,8,GNB,2016,2021,0,0,0,1,0,0,0,0
Javon Hargrave,South Carolina St.,2016,89,3,23,0,1,6,38,94,79,160,23,43,6.1,309,4.93,34.5,29,109,7.9,4.7,6,0,0,0,0,0,DT,9,PIT,2016,2021,0,0,0,0,1,0,0,0
Jaylon Smith,Notre Dame,2016,34,2,21,0,1,3,31,74,58,40,20,33,6.2,223,4.67,NA,NA,NA,NA,NA,5,0,0,0,0,0,LB,11,DAL,2017,2021,1,0,0,0,0,1,0,0
Jayron Kearse,Clemson,2016,244,7,22,0,0,2,11,89,27,124,22,12,6.4,216,4.62,31.5,16,124,7.06,NA,6,0,0,0,0,1,S,S,MIN,2016,2021,0,0,0,0,0,0,1,0
Jeff Driskel,Louisiana Tech,2016,207,6,23,0,0,0,6,16,9,184,22,6,6.4,234,4.56,32,NA,122,7.19,4.25,4,0,0,0,0,0,QB,1,SFO,2018,2021,0,1,0,0,0,0,0,0
Jerald Hawkins,LSU,2016,123,4,22,0,0,0,2,19,1,157,22,2,6.6,305,5.23,23.5,23,100,8.19,4.89,4,1,0,0,0,0,T,8,PIT,2017,2020,0,0,0,1,0,0,0,0
Jihad Ward,Illinois,2016,44,2,22,0,0,1,11,68,15,16,21,12,6.5,297,5.11,25,20,111,7.38,4.63,6,0,1,0,0,0,DE,10,OAK,2016,2021,0,0,0,0,1,0,0,0
Joe Dahl,Washington St.,2016,151,5,23,0,0,1,11,44,21,196,22,12,6.4,304,5.18,31,28,109,7.64,4.77,5,0,0,0,1,0,G,7,DET,2016,2020,0,0,0,1,0,0,0,0
Joe Haeg,North Dakota St.,2016,155,5,23,0,0,2,22,79,40,161,22,24,6.6,304,5.16,27.5,NA,111,7.47,4.47,6,0,0,0,0,0,T,8,IND,2016,2021,0,0,0,1,0,0,0,0
Joe Schobert,Wisconsin,2016,99,4,22,0,1,5,36,93,80,52,22,40,6.1,244,4.76,33.5,22,111,7.11,4.3,6,0,1,0,0,0,LB,11,CLE,2016,2021,0,0,0,0,0,1,0,0
Joe Thuney,North Carolina St.,2016,78,3,23,0,0,6,48,97,97,28,23,54,6.5,304,4.95,28.5,28,110,7.47,4.54,6,0,0,0,0,0,G,7,NWE,2016,2021,0,0,0,1,0,0,0,0
John Theus,Georgia,2016,145,5,22,0,0,0,1,4,1,32,22,1,6.6,313,5.22,28,NA,103,7.9,4.78,1,1,0,0,0,0,T,8,SFO,2016,2016,0,0,0,1,0,0,0,0
Jonathan Williams,Arkansas,2016,156,5,22,0,0,0,4,33,1,6,22,4,5.11,220,4.56,NA,16,NA,NA,NA,6,1,0,0,0,0,RB,2,BUF,2016,2021,0,0,1,0,0,0,0,0
Jordan Howard,Indiana,2016,150,5,21,0,1,3,27,71,52,145,21,29,6.1,230,4.57,34,16,122,NA,NA,6,0,1,0,0,0,RB,2,CHI,2016,2021,0,0,1,0,0,0,0,0
Jordan Jenkins,Georgia,2016,83,3,22,0,0,5,29,83,62,136,21,32,6.3,259,4.8,36.5,16,121,NA,NA,6,1,0,0,0,0,LB,11,NYJ,2016,2021,0,0,0,0,0,1,0,0
Jordan Lucas,Penn St.,2016,204,6,23,0,0,0,4,50,4,106,22,4,6.1,201,4.54,NA,NA,NA,NA,NA,6,0,1,0,0,0,S,S,MIA,2016,2021,0,0,0,0,0,0,1,0
Jordan Payton,UCLA,2016,154,5,23,0,0,0,0,4,0,74,22,0,6.1,207,4.47,34.5,NA,121,7.08,4.33,1,0,0,0,1,0,WR,3,CLE,2016,2016,0,0,1,0,0,0,0,0
Josh Doctson,TCU,2016,22,1,23,0,0,2,9,34,26,188,23,9,6.2,202,4.5,41,14,131,6.84,4.08,4,0,0,1,0,0,WR,3,WAS,2016,2019,1,0,1,0,0,0,0,0
Josh Forrest,Kentucky,2016,190,6,24,0,0,0,2,12,4,174,24,2,6.3,249,4.91,30.5,11,118,NA,NA,2,1,0,0,0,0,LB,11,LAR,2016,2017,0,0,0,0,0,1,0,0
Joshua Garnett,Stanford,2016,28,1,22,0,0,1,5,25,11,169,22,5,6.4,312,5.32,29,30,99,7.62,4.64,5,0,0,0,1,0,G,7,SFO,2016,2020,1,0,0,1,0,0,0,0
